time_alpha,amp_alpha,time_gamma,amp_gamma
0,0,23.092735,-1.000000
23.095406,-1.000000,0,0
0,0,23.095406,-1.000000
23.098077,-1.000000,0,0
0,0,23.098077,-1.000000
23.100748,-1.000000,0,0
0,0,23.100748,-1.000000
23.103419,-1.000000,0,0
0,0,23.103419,-1.000000
23.106090,-1.000000,0,0
0,0,23.106090,-1.000000
23.108761,-1.000000,0,0
0,0,23.108761,-1.000000
23.111433,-1.000000,0,0
0,0,23.111433,-1.000000
23.114104,-1.000000,0,0
0,0,23.114104,-1.000000
23.116775,-1.000000,0,0
0,0,23.116775,-1.000000
23.119446,-1.000000,0,0
0,0,23.119446,-1.000000
23.122117,-1.000000,0,0
0,0,23.122117,-1.000000
0,0,23.124789,-1.000000
23.124789,-1.000000,0,0
23.127460,-1.000000,0,0
0,0,23.127460,-1.000000
23.130131,-1.000000,0,0
0,0,23.130131,-1.000000
23.132802,-1.000000,0,0
0,0,23.132802,-1.000000
23.135473,-1.000000,0,0
0,0,23.135473,-1.000000
23.138144,-1.000000,0,0
0,0,23.138144,-1.000000
23.140816,-1.000000,0,0
0,0,23.140816,-1.000000
23.143487,-1.000000,0,0
0,0,23.143487,-1.000000
23.146158,-1.000000,0,0
0,0,23.146158,-1.000000
23.148829,-1.000000,0,0
0,0,23.148829,-1.000000
23.151500,-1.000000,0,0
0,0,23.151500,-1.000000
0,0,23.154171,-1.000000
23.154171,-1.000000,0,0
23.156842,-1.000000,0,0
0,0,23.156842,-1.000000
0,0,23.159514,-1.000000
23.159514,-1.000000,0,0
23.162185,-1.000000,0,0
0,0,23.162185,-1.000000
23.164856,-1.000000,0,0
0,0,23.164856,-1.000000
23.167527,-1.000000,0,0
0,0,23.167527,-1.000000
23.170198,-1.000000,0,0
0,0,23.170198,-1.000000
23.172869,-1.000000,0,0
0,0,23.172869,-1.000000
23.175541,-1.000000,0,0
0,0,23.175541,-1.000000
23.178212,-1.000000,0,0
0,0,23.178212,-1.000000
23.180883,-1.000000,0,0
0,0,23.180883,-1.000000
0,0,23.183554,-1.000000
23.183554,-1.000000,0,0
23.186225,-1.000000,0,0
0,0,23.186225,-1.000000
23.188896,-1.000000,0,0
0,0,23.188896,-1.000000
23.191568,-1.000000,0,0
0,0,23.191568,-1.000000
23.194239,-1.000000,0,0
0,0,23.194239,-1.000000
23.196910,-1.000000,0,0
0,0,23.196910,-1.000000
23.199581,-1.000000,0,0
0,0,23.199581,-1.000000
23.202252,-1.000000,0,0
0,0,23.202252,-1.000000
23.204923,-1.000000,0,0
0,0,23.204923,-1.000000
23.207594,-1.000000,0,0
0,0,23.207594,-1.000000
23.210265,-1.000000,0,0
0,0,23.210265,-1.000000
23.212937,-1.000000,0,0
0,0,23.212937,-1.000000
23.215608,-1.000000,0,0
0,0,23.215608,-1.000000
23.218279,-1.000000,0,0
0,0,23.218279,-1.000000
23.220950,-1.000000,0,0
0,0,23.220950,-1.000000
23.223621,-1.000000,0,0
0,0,23.223621,-1.000000
23.226293,-1.000000,0,0
0,0,23.226293,-1.000000
23.228964,-1.000000,0,0
0,0,23.228964,-1.000000
23.231635,-1.000000,0,0
0,0,23.231635,-1.000000
23.234306,-1.000000,0,0
0,0,23.234306,-1.000000
23.236977,-1.000000,0,0
0,0,23.236977,-1.000000
23.239648,-1.000000,0,0
0,0,23.239648,-1.000000
23.242319,-1.000000,0,0
0,0,23.242319,-1.000000
23.244991,-1.000000,0,0
0,0,23.244991,-1.000000
23.247662,-1.000000,0,0
0,0,23.247662,-1.000000
0,0,23.250333,-1.000000
23.250333,-1.000000,0,0
23.253004,-1.000000,0,0
0,0,23.253004,-1.000000
23.255675,-1.000000,0,0
0,0,23.255675,-1.000000
23.258347,-1.000000,0,0
0,0,23.258347,-1.000000
23.261018,-1.000000,0,0
0,0,23.261018,-1.000000
23.263689,-1.000000,0,0
0,0,23.263689,-1.000000
23.266360,-1.000000,0,0
0,0,23.266360,-1.000000
23.269031,-1.000000,0,0
0,0,23.269031,-1.000000
23.271702,-1.000000,0,0
0,0,23.271702,-1.000000
23.274374,-1.000000,0,0
0,0,23.274374,-1.000000
23.277045,-1.000000,0,0
0,0,23.277045,-1.000000
23.279716,-1.000000,0,0
0,0,23.279716,-1.000000
23.282387,-1.000000,0,0
0,0,23.282387,-1.000000
23.285058,-1.000000,0,0
0,0,23.285058,-1.000000
0,0,23.287729,-1.000000
23.287729,-1.000000,0,0
23.290400,-1.000000,0,0
0,0,23.290400,-1.000000
23.293072,-1.000000,0,0
0,0,23.293072,-1.000000
23.295743,-1.000000,0,0
0,0,23.295743,-1.000000
23.298414,-1.000000,0,0
0,0,23.298414,-1.000000
23.301085,-1.000000,0,0
0,0,23.301085,-1.000000
23.303756,-1.000000,0,0
0,0,23.303756,-1.000000
23.306428,-1.000000,0,0
0,0,23.306428,-1.000000
23.309099,-1.000000,0,0
0,0,23.309099,-1.000000
23.311770,-1.000000,0,0
0,0,23.311770,-1.000000
23.314441,-1.000000,0,0
0,0,23.314441,-1.000000
23.317112,-1.000000,0,0
0,0,23.317112,-1.000000
23.319783,-1.000000,0,0
0,0,23.319783,-1.000000
23.322454,-1.000000,0,0
0,0,23.322454,-1.000000
23.325126,-1.000000,0,0
0,0,23.325126,-1.000000
23.327797,-1.000000,0,0
0,0,23.327797,-1.000000
23.330468,-1.000000,0,0
0,0,23.330468,-1.000000
23.333139,-1.000000,0,0
0,0,23.333139,-1.000000
23.335810,-1.000000,0,0
0,0,23.335810,-1.000000
23.338481,-1.000000,0,0
0,0,23.338481,-1.000000
23.341152,-1.000000,0,0
0,0,23.341152,-1.000000
23.343824,-1.000000,0,0
0,0,23.343824,-1.000000
23.346495,-1.000000,0,0
0,0,23.346495,-1.000000
23.349166,-1.000000,0,0
0,0,23.349166,-1.000000
23.351837,-1.000000,0,0
0,0,23.351837,-1.000000
23.354508,-1.000000,0,0
0,0,23.354508,-1.000000
23.357179,-1.000000,0,0
0,0,23.357179,-1.000000
23.359851,-1.000000,0,0
0,0,23.359851,-1.000000
0,0,23.362522,-1.000000
23.362522,-1.000000,0,0
0,0,23.365193,-1.000000
23.365193,-1.000000,0,0
23.367864,-1.000000,0,0
0,0,23.367864,-1.000000
23.370535,-1.000000,0,0
0,0,23.370535,-1.000000
23.373206,-1.000000,0,0
0,0,23.373206,-1.000000
23.375878,-1.000000,0,0
0,0,23.375878,-1.000000
23.378549,-1.000000,0,0
0,0,23.378549,-1.000000
23.381220,-1.000000,0,0
0,0,23.381220,-1.000000
23.383891,-1.000000,0,0
0,0,23.383891,-1.000000
23.386562,-1.000000,0,0
0,0,23.386562,-1.000000
0,0,23.389233,-1.000000
23.389233,-1.000000,0,0
23.391905,-1.000000,0,0
0,0,23.391905,-1.000000
23.394576,-1.000000,0,0
0,0,23.394576,-1.000000
23.397247,-1.000000,0,0
0,0,23.397247,-1.000000
23.399918,-1.000000,0,0
0,0,23.399918,-1.000000
23.402589,-1.000000,0,0
0,0,23.402589,-1.000000
23.405260,-1.000000,0,0
0,0,23.405260,-1.000000
23.407931,-1.000000,0,0
0,0,23.407931,-1.000000
23.410603,-1.000000,0,0
0,0,23.410603,-1.000000
23.413274,-1.000000,0,0
0,0,23.413274,-1.000000
23.415945,-1.000000,0,0
0,0,23.415945,-1.000000
23.418616,-1.000000,0,0
0,0,23.418616,-1.000000
23.421287,-1.000000,0,0
0,0,23.421287,-1.000000
23.423959,-1.000000,0,0
0,0,23.423959,-1.000000
23.426630,-1.000000,0,0
0,0,23.426630,-1.000000
0,0,23.429301,-1.000000
23.429301,-1.000000,0,0
23.431972,-1.000000,0,0
0,0,23.431972,-1.000000
23.434643,-1.000000,0,0
0,0,23.434643,-1.000000
23.437314,-1.000000,0,0
0,0,23.437314,-1.000000
23.439986,-1.000000,0,0
0,0,23.439986,-1.000000
23.442657,-1.000000,0,0
0,0,23.442657,-1.000000
23.445328,-1.000000,0,0
0,0,23.445328,-1.000000
23.447999,-1.000000,0,0
0,0,23.447999,-1.000000
23.450670,-1.000000,0,0
0,0,23.450670,-1.000000
23.453341,-1.000000,0,0
0,0,23.453341,-1.000000
23.456012,-1.000000,0,0
0,0,23.456012,-1.000000
23.458684,-1.000000,0,0
0,0,23.458684,-1.000000
23.461355,-1.000000,0,0
0,0,23.461355,-1.000000
23.464026,-1.000000,0,0
0,0,23.464026,-1.000000
23.466697,-1.000000,0,0
0,0,23.466697,-1.000000
0,0,23.469368,-1.000000
23.469368,-1.000000,0,0
0,0,23.472039,-1.000000
23.472039,-1.000000,0,0
23.474711,-1.000000,0,0
0,0,23.474711,-1.000000
23.477382,-1.000000,0,0
0,0,23.477382,-1.000000
23.480053,-1.000000,0,0
0,0,23.480053,-1.000000
23.482724,-1.000000,0,0
0,0,23.482724,-1.000000
23.485395,-1.000000,0,0
0,0,23.485395,-1.000000
23.488066,-1.000000,0,0
0,0,23.488066,-1.000000
23.490738,-1.000000,0,0
0,0,23.490738,-1.000000
0,0,23.493409,-1.000000
23.493409,-1.000000,0,0
23.496080,-1.000000,0,0
0,0,23.496080,-1.000000
23.498751,-1.000000,0,0
0,0,23.498751,-1.000000
23.501422,-1.000000,0,0
0,0,23.501422,-1.000000
23.504093,-1.000000,0,0
0,0,23.504093,-1.000000
23.506764,-1.000000,0,0
0,0,23.506764,-1.000000
23.509436,-1.000000,0,0
0,0,23.509436,-1.000000
23.512107,-1.000000,0,0
0,0,23.512107,-1.000000
23.514778,-1.000000,0,0
0,0,23.514778,-1.000000
0,0,23.517449,-1.000000
23.517449,-1.000000,0,0
23.520120,-1.000000,0,0
0,0,23.520120,-1.000000
23.522791,-1.000000,0,0
0,0,23.522791,-1.000000
23.525463,-1.000000,0,0
0,0,23.525463,-1.000000
23.528134,-1.000000,0,0
0,0,23.528134,-1.000000
0,0,23.530805,-1.000000
23.530805,-1.000000,0,0
23.533476,-1.000000,0,0
0,0,23.533476,-1.000000
23.536147,-1.000000,0,0
0,0,23.536147,-1.000000
0,0,23.538819,-1.000000
23.538819,-1.000000,0,0
23.541489,-1.000000,0,0
0,0,23.541489,-1.000000
23.544161,-1.000000,0,0
0,0,23.544161,-1.000000
23.546832,-1.000000,0,0
0,0,23.546832,-1.000000
23.549503,-1.000000,0,0
0,0,23.549503,-1.000000
23.552174,-1.000000,0,0
0,0,23.552174,-1.000000
23.554845,-1.000000,0,0
0,0,23.554845,-1.000000
23.557517,-1.000000,0,0
0,0,23.557517,-1.000000
23.560188,-1.000000,0,0
0,0,23.560188,-1.000000
23.562859,-1.000000,0,0
0,0,23.562859,-1.000000
23.565530,-1.000000,0,0
0,0,23.565530,-1.000000
23.568201,-1.000000,0,0
0,0,23.568201,-1.000000
23.570872,-1.000000,0,0
0,0,23.570872,-1.000000
23.573543,-1.000000,0,0
0,0,23.573543,-1.000000
23.576215,-1.000000,0,0
0,0,23.576215,-1.000000
23.578886,-1.000000,0,0
0,0,23.578886,-1.000000
23.581557,-1.000000,0,0
0,0,23.581557,-1.000000
23.584228,-1.000000,0,0
0,0,23.584228,-1.000000
23.586899,-1.000000,0,0
0,0,23.586899,-1.000000
23.589570,-1.000000,0,0
0,0,23.589570,-1.000000
23.592242,-1.000000,0,0
0,0,23.592242,-1.000000
23.594913,-1.000000,0,0
0,0,23.594913,-1.000000
23.597584,-1.000000,0,0
0,0,23.597584,-1.000000
23.600255,-1.000000,0,0
0,0,23.600255,-1.000000
23.602926,-1.000000,0,0
0,0,23.602926,-1.000000
23.605597,-1.000000,0,0
0,0,23.605597,-1.000000
23.608268,-1.000000,0,0
0,0,23.608268,-1.000000
23.610940,-1.000000,0,0
0,0,23.610940,-1.000000
23.613611,-1.000000,0,0
0,0,23.613611,-1.000000
23.616282,-1.000000,0,0
0,0,23.616282,-1.000000
0,0,23.618953,-1.000000
23.618953,-1.000000,0,0
23.621624,-1.000000,0,0
0,0,23.621624,-1.000000
23.624296,-1.000000,0,0
0,0,23.624296,-1.000000
23.626967,-1.000000,0,0
0,0,23.626967,-1.000000
23.629638,-1.000000,0,0
0,0,23.629638,-1.000000
23.632309,-1.000000,0,0
0,0,23.632309,-1.000000
23.634980,-1.000000,0,0
0,0,23.634980,-1.000000
23.637651,-1.000000,0,0
0,0,23.637651,-1.000000
23.640323,-1.000000,0,0
0,0,23.640323,-1.000000
23.642994,-1.000000,0,0
0,0,23.642994,-1.000000
23.645665,-1.000000,0,0
0,0,23.645665,-1.000000
23.648336,-1.000000,0,0
0,0,23.648336,-1.000000
23.651007,-1.000000,0,0
0,0,23.651007,-1.000000
23.653678,-1.000000,0,0
0,0,23.653678,-1.000000
23.656350,-1.000000,0,0
0,0,23.656350,-1.000000
23.659021,-1.000000,0,0
0,0,23.659021,-1.000000
23.661692,-1.000000,0,0
0,0,23.661692,-1.000000
23.664363,-1.000000,0,0
0,0,23.664363,-1.000000
23.667034,-1.000000,0,0
0,0,23.667034,-1.000000
23.669705,-1.000000,0,0
0,0,23.669705,-1.000000
23.672376,-1.000000,0,0
0,0,23.672376,-1.000000
23.675048,-1.000000,0,0
0,0,23.675048,-1.000000
23.677719,-1.000000,0,0
0,0,23.677719,-1.000000
23.680390,-1.000000,0,0
0,0,23.680390,-1.000000
23.683061,-1.000000,0,0
0,0,23.683061,-1.000000
23.685732,-1.000000,0,0
0,0,23.685732,-1.000000
23.688403,-1.000000,0,0
0,0,23.688403,-1.000000
23.691075,-1.000000,0,0
0,0,23.691075,-1.000000
23.693746,-1.000000,0,0
0,0,23.693746,-1.000000
23.696417,-1.000000,0,0
0,0,23.696417,-1.000000
23.699088,-1.000000,0,0
0,0,23.699088,-1.000000
23.701759,-1.000000,0,0
0,0,23.701759,-1.000000
23.704430,-1.000000,0,0
0,0,23.704430,-1.000000
0,0,23.707102,-1.000000
23.707102,-1.000000,0,0
0,0,23.709773,-1.000000
23.709773,-1.000000,0,0
23.712444,-1.000000,0,0
0,0,23.712444,-1.000000
23.715115,-1.000000,0,0
0,0,23.715115,-1.000000
23.717786,-1.000000,0,0
0,0,23.717786,-1.000000
23.720457,-1.000000,0,0
0,0,23.720457,-1.000000
23.723129,-1.000000,0,0
0,0,23.723129,-1.000000
23.725800,-1.000000,0,0
0,0,23.725800,-1.000000
23.728471,-1.000000,0,0
0,0,23.728471,-1.000000
23.731142,-1.000000,0,0
0,0,23.731142,-1.000000
23.733813,-1.000000,0,0
0,0,23.733813,-1.000000
23.736484,-1.000000,0,0
0,0,23.736484,-1.000000
23.739156,-1.000000,0,0
0,0,23.739156,-1.000000
23.741827,-1.000000,0,0
0,0,23.741827,-1.000000
0,0,23.744498,-1.000000
23.744498,-1.000000,0,0
23.747169,-1.000000,0,0
0,0,23.747169,-1.000000
23.749840,-1.000000,0,0
0,0,23.749840,-1.000000
23.752511,-1.000000,0,0
0,0,23.752511,-1.000000
0,0,23.755182,-1.000000
23.755182,-1.000000,0,0
23.757854,-1.000000,0,0
0,0,23.757854,-1.000000
0,0,23.760525,-1.000000
23.760525,-1.000000,0,0
23.763196,-1.000000,0,0
0,0,23.763196,-1.000000
23.765867,-1.000000,0,0
0,0,23.765867,-1.000000
23.768538,-1.000000,0,0
0,0,23.768538,-1.000000
23.771209,-1.000000,0,0
0,0,23.771209,-1.000000
0,0,23.773881,-1.000000
23.773881,-1.000000,0,0
23.776552,-1.000000,0,0
0,0,23.776552,-1.000000
23.779223,-1.000000,0,0
0,0,23.779223,-1.000000
23.781894,-1.000000,0,0
0,0,23.781894,-1.000000
23.784565,-1.000000,0,0
0,0,23.784565,-1.000000
23.787236,-1.000000,0,0
0,0,23.787236,-1.000000
23.789907,-1.000000,0,0
0,0,23.789907,-1.000000
23.792579,-1.000000,0,0
0,0,23.792579,-1.000000
23.795250,-1.000000,0,0
0,0,23.795250,-1.000000
23.797921,-1.000000,0,0
0,0,23.797921,-1.000000
0,0,23.800592,-1.000000
23.800592,-1.000000,0,0
23.803263,-1.000000,0,0
0,0,23.803263,-1.000000
23.805934,-1.000000,0,0
0,0,23.805934,-1.000000
23.808605,-1.000000,0,0
0,0,23.808605,-1.000000
23.811277,-1.000000,0,0
0,0,23.811277,-1.000000
23.813948,-1.000000,0,0
0,0,23.813948,-1.000000
23.816619,-1.000000,0,0
0,0,23.816619,-1.000000
23.819290,-1.000000,0,0
0,0,23.819290,-1.000000
23.821961,-1.000000,0,0
0,0,23.821961,-1.000000
23.824633,-1.000000,0,0
0,0,23.824633,-1.000000
23.827304,-1.000000,0,0
0,0,23.827304,-1.000000
23.829975,-1.000000,0,0
0,0,23.829975,-1.000000
23.832646,-1.000000,0,0
0,0,23.832646,-1.000000
23.835317,-1.000000,0,0
0,0,23.835317,-1.000000
23.837988,-1.000000,0,0
0,0,23.837988,-1.000000
0,0,23.840659,-1.000000
23.840659,-1.000000,0,0
23.843331,-1.000000,0,0
0,0,23.843331,-1.000000
23.846002,-1.000000,0,0
0,0,23.846002,-1.000000
23.848673,-1.000000,0,0
0,0,23.848673,-1.000000
0,0,23.851344,-1.000000
23.851344,-1.000000,0,0
23.854015,-1.000000,0,0
0,0,23.854015,-1.000000
23.856686,-1.000000,0,0
0,0,23.856686,-1.000000
23.859358,-1.000000,0,0
0,0,23.859358,-1.000000
23.862029,-1.000000,0,0
0,0,23.862029,-1.000000
23.864700,-1.000000,0,0
0,0,23.864700,-1.000000
23.867371,-1.000000,0,0
0,0,23.867371,-1.000000
23.870042,-1.000000,0,0
0,0,23.870042,-1.000000
23.872713,-1.000000,0,0
0,0,23.872713,-1.000000
23.875385,-1.000000,0,0
0,0,23.875385,-1.000000
23.878056,-1.000000,0,0
0,0,23.878056,-1.000000
23.880727,-1.000000,0,0
0,0,23.880727,-1.000000
23.883398,-1.000000,0,0
0,0,23.883398,-1.000000
0,0,23.886069,-1.000000
23.886069,-1.000000,0,0
0,0,23.888740,-1.000000
23.888740,-1.000000,0,0
23.891412,-1.000000,0,0
0,0,23.891412,-1.000000
23.894083,-1.000000,0,0
0,0,23.894083,-1.000000
23.896754,-1.000000,0,0
0,0,23.896754,-1.000000
23.899425,-1.000000,0,0
0,0,23.899425,-1.000000
23.902096,-1.000000,0,0
0,0,23.902096,-1.000000
23.904767,-1.000000,0,0
0,0,23.904767,-1.000000
0,0,23.907438,-1.000000
23.907438,-1.000000,0,0
23.910110,-1.000000,0,0
0,0,23.910110,-1.000000
23.912781,-1.000000,0,0
0,0,23.912781,-1.000000
23.915452,-1.000000,0,0
0,0,23.915452,-1.000000
23.918123,-1.000000,0,0
0,0,23.918123,-1.000000
23.920794,-1.000000,0,0
0,0,23.920794,-1.000000
23.923465,-1.000000,0,0
0,0,23.923465,-1.000000
23.926137,-1.000000,0,0
0,0,23.926137,-1.000000
23.928808,-1.000000,0,0
0,0,23.928808,-1.000000
23.931479,-1.000000,0,0
0,0,23.931479,-1.000000
23.934150,-1.000000,0,0
0,0,23.934150,-1.000000
23.936821,-1.000000,0,0
0,0,23.936821,-1.000000
23.939492,-1.000000,0,0
0,0,23.939492,-1.000000
23.942164,-1.000000,0,0
0,0,23.942164,-1.000000
23.944835,-1.000000,0,0
0,0,23.944835,-1.000000
23.947506,-1.000000,0,0
0,0,23.947506,-1.000000
0,0,23.950177,-1.000000
23.950177,-1.000000,0,0
23.952848,-1.000000,0,0
0,0,23.952848,-1.000000
23.955519,-1.000000,0,0
0,0,23.955519,-1.000000
23.958191,-1.000000,0,0
0,0,23.958191,-1.000000
23.960862,-1.000000,0,0
0,0,23.960862,-1.000000
23.963533,-1.000000,0,0
0,0,23.963533,-1.000000
0,0,23.966204,-1.000000
23.966204,-1.000000,0,0
23.968875,-1.000000,0,0
0,0,23.968875,-1.000000
23.971546,-1.000000,0,0
0,0,23.971546,-1.000000
23.974217,-1.000000,0,0
0,0,23.974217,-1.000000
23.976889,-1.000000,0,0
0,0,23.976889,-1.000000
23.979560,-1.000000,0,0
0,0,23.979560,-1.000000
23.982231,-1.000000,0,0
0,0,23.982231,-1.000000
23.984902,-1.000000,0,0
0,0,23.984902,-1.000000
23.987573,-1.000000,0,0
0,0,23.987573,-1.000000
23.990245,-1.000000,0,0
0,0,23.990245,-1.000000
23.992916,-1.000000,0,0
0,0,23.992916,-1.000000
0,0,23.995587,-1.000000
23.995587,-1.000000,0,0
23.998258,-1.000000,0,0
0,0,23.998258,-1.000000
24.000929,-1.000000,0,0
0,0,24.000929,-1.000000
24.003600,-1.000000,0,0
0,0,24.003600,-1.000000
24.006271,-1.000000,0,0
0,0,24.006271,-1.000000
24.008943,-1.000000,0,0
0,0,24.008943,-1.000000
24.011614,-1.000000,0,0
0,0,24.011614,-1.000000
24.014285,-1.000000,0,0
0,0,24.014285,-1.000000
24.016956,-1.000000,0,0
0,0,24.016956,-1.000000
24.019627,-1.000000,0,0
0,0,24.019627,-1.000000
24.022298,-1.000000,0,0
0,0,24.022298,-1.000000
24.024970,-1.000000,0,0
0,0,24.024970,-1.000000
24.027641,-1.000000,0,0
0,0,24.027641,-1.000000
24.030312,-1.000000,0,0
0,0,24.030312,-1.000000
24.032983,-1.000000,0,0
0,0,24.032983,-1.000000
0,0,24.035654,-1.000000
24.035654,-1.000000,0,0
24.038326,-1.000000,0,0
0,0,24.038326,-1.000000
24.040997,-1.000000,0,0
0,0,24.040997,-1.000000
24.043668,-1.000000,0,0
0,0,24.043668,-1.000000
24.046339,-1.000000,0,0
0,0,24.046339,-1.000000
24.049010,-1.000000,0,0
0,0,24.049010,-1.000000
24.051681,-1.000000,0,0
0,0,24.051681,-1.000000
24.054352,-1.000000,0,0
0,0,24.054352,-1.000000
24.057024,-1.000000,0,0
0,0,24.057024,-1.000000
24.059695,-1.000000,0,0
0,0,24.059695,-1.000000
24.062366,-1.000000,0,0
0,0,24.062366,-1.000000
0,0,24.065037,-1.000000
24.065037,-1.000000,0,0
24.067708,-1.000000,0,0
0,0,24.067708,-1.000000
24.070380,-1.000000,0,0
0,0,24.070380,-1.000000
24.073051,-1.000000,0,0
0,0,24.073051,-1.000000
24.075722,-1.000000,0,0
0,0,24.075722,-1.000000
24.078393,-1.000000,0,0
0,0,24.078393,-1.000000
0,0,24.081064,-1.000000
24.081064,-1.000000,0,0
24.083735,-1.000000,0,0
0,0,24.083735,-1.000000
24.086407,-1.000000,0,0
0,0,24.086407,-1.000000
24.089078,-1.000000,0,0
0,0,24.089078,-1.000000
24.091749,-1.000000,0,0
0,0,24.091749,-1.000000
24.094420,-1.000000,0,0
0,0,24.094420,-1.000000
24.097091,-1.000000,0,0
0,0,24.097091,-1.000000
24.099762,-1.000000,0,0
0,0,24.099762,-1.000000
24.102434,-1.000000,0,0
0,0,24.102434,-1.000000
0,0,24.105105,-1.000000
24.105105,-1.000000,0,0
24.107776,-1.000000,0,0
0,0,24.107776,-1.000000
24.110447,-1.000000,0,0
0,0,24.110447,-1.000000
0,0,24.113118,-1.000000
24.113118,-1.000000,0,0
24.115789,-1.000000,0,0
0,0,24.115789,-1.000000
24.118461,-1.000000,0,0
0,0,24.118461,-1.000000
24.121132,-1.000000,0,0
0,0,24.121132,-1.000000
24.123803,-1.000000,0,0
0,0,24.123803,-1.000000
0,0,24.126474,-1.000000
24.126474,-1.000000,0,0
24.129145,-1.000000,0,0
0,0,24.129145,-1.000000
24.131816,-1.000000,0,0
0,0,24.131816,-1.000000
24.134487,-1.000000,0,0
0,0,24.134487,-1.000000
24.137159,-1.000000,0,0
0,0,24.137159,-1.000000
24.139830,-1.000000,0,0
0,0,24.139830,-1.000000
24.142501,-1.000000,0,0
0,0,24.142501,-1.000000
24.145172,-1.000000,0,0
0,0,24.145172,-1.000000
24.147843,-1.000000,0,0
0,0,24.147843,-1.000000
0,0,24.150515,-1.000000
24.150515,-1.000000,0,0
24.153186,-1.000000,0,0
0,0,24.153186,-1.000000
24.155857,-1.000000,0,0
0,0,24.155857,-1.000000
24.158528,-1.000000,0,0
0,0,24.158528,-1.000000
24.161199,-1.000000,0,0
0,0,24.161199,-1.000000
24.163870,-1.000000,0,0
0,0,24.163870,-1.000000
24.166541,-1.000000,0,0
0,0,24.166541,-1.000000
24.169213,-1.000000,0,0
0,0,24.169213,-1.000000
24.171884,-1.000000,0,0
0,0,24.171884,-1.000000
24.174555,-1.000000,0,0
0,0,24.174555,-1.000000
24.177226,-1.000000,0,0
0,0,24.177226,-1.000000
24.179897,-1.000000,0,0
0,0,24.179897,-1.000000
24.182568,-1.000000,0,0
0,0,24.182568,-1.000000
24.185240,-1.000000,0,0
0,0,24.185240,-1.000000
0,0,24.187911,-1.000000
24.187911,-1.000000,0,0
24.190582,-1.000000,0,0
0,0,24.190582,-1.000000
24.193253,-1.000000,0,0
0,0,24.193253,-1.000000
24.195924,-1.000000,0,0
0,0,24.195924,-1.000000
24.198595,-1.000000,0,0
0,0,24.198595,-1.000000
0,0,24.201266,-1.000000
24.201266,-1.000000,0,0
24.203938,-1.000000,0,0
0,0,24.203938,-1.000000
24.206609,-1.000000,0,0
0,0,24.206609,-1.000000
24.209280,-1.000000,0,0
0,0,24.209280,-1.000000
24.211951,-1.000000,0,0
0,0,24.211951,-1.000000
24.214622,-1.000000,0,0
0,0,24.214622,-1.000000
0,0,24.217294,-1.000000
24.217294,-1.000000,0,0
24.219965,-1.000000,0,0
0,0,24.219965,-1.000000
24.222636,-1.000000,0,0
0,0,24.222636,-1.000000
24.225307,-1.000000,0,0
0,0,24.225307,-1.000000
24.227978,-1.000000,0,0
0,0,24.227978,-1.000000
24.230649,-1.000000,0,0
0,0,24.230649,-1.000000
24.233320,-1.000000,0,0
0,0,24.233320,-1.000000
24.235992,-1.000000,0,0
0,0,24.235992,-1.000000
24.238663,-1.000000,0,0
0,0,24.238663,-1.000000
24.241334,-1.000000,0,0
0,0,24.241334,-1.000000
24.244005,-1.000000,0,0
0,0,24.244005,-1.000000
0,0,24.246676,-1.000000
24.246676,-1.000000,0,0
24.249347,-1.000000,0,0
0,0,24.249347,-1.000000
24.252018,-1.000000,0,0
0,0,24.252018,-1.000000
